,date,sales,day
0,2013-01-01,700.0,1
1,2013-01-02,202020.0,2
2,2013-01-03,144878.0,3
3,2013-01-04,135754.0,4
4,2013-01-05,188356.0,5
5,2013-01-06,207297.0,6
6,2013-01-07,133189.0,7
7,2013-01-08,133290.0,8
8,2013-01-09,115871.0,9
9,2013-01-10,96200.0,10
10,2013-01-11,103280.0,11
11,2013-01-12,151025.0,12
12,2013-01-13,183099.0,13
13,2013-01-14,112128.0,14
14,2013-01-15,114578.0,15
15,2013-01-16,124276.0,16
16,2013-01-17,103443.0,17
17,2013-01-18,106982.0,18
18,2013-01-19,165079.0,19
19,2013-01-20,180666.0,20
20,2013-01-21,122481.0,21
21,2013-01-22,123066.0,22
22,2013-01-23,112342.0,23
23,2013-01-24,96882.0,24
24,2013-01-25,107648.0,25
25,2013-01-26,159843.0,26
26,2013-01-27,172363.0,27
27,2013-01-28,115001.0,28
28,2013-01-29,104878.0,29
29,2013-01-30,109595.0,30
30,2013-01-31,106030.0,31
31,2013-02-01,143725.0,32
32,2013-02-02,209880.0,33
33,2013-02-03,200916.0,34
34,2013-02-04,145431.0,35
35,2013-02-05,136560.0,36
36,2013-02-06,130045.0,37
37,2013-02-07,115368.0,38
38,2013-02-08,135989.0,39
39,2013-02-09,165328.0,40
40,2013-02-10,116520.0,41
41,2013-02-11,106539.0,42
42,2013-02-12,123067.0,43
43,2013-02-13,132882.0,44
44,2013-02-14,139200.0,45
45,2013-02-15,125907.0,46
46,2013-02-16,199339.0,47
47,2013-02-17,164343.0,48
48,2013-02-18,146894.0,49
49,2013-02-19,122032.0,50
50,2013-02-20,129748.0,51
51,2013-02-21,107321.0,52
52,2013-02-22,109427.0,53
53,2013-02-23,165049.0,54
54,2013-02-24,185535.0,55
55,2013-02-25,124754.0,56
56,2013-02-26,109465.0,57
57,2013-02-27,116218.0,58
58,2013-02-28,111918.0,59
59,2013-03-01,152910.0,60
60,2013-03-02,228251.0,61
61,2013-03-03,236046.0,62
62,2013-03-04,161101.0,63
63,2013-03-05,137837.0,64
64,2013-03-06,138260.0,65
65,2013-03-07,116964.0,66
66,2013-03-08,126782.0,67
67,2013-03-09,179740.0,68
68,2013-03-10,188374.0,69
69,2013-03-11,129310.0,70
70,2013-03-12,110553.0,71
71,2013-03-13,113734.0,72
72,2013-03-14,97180.0,73
73,2013-03-15,121756.0,74
74,2013-03-16,196087.0,75
75,2013-03-17,213852.0,76
76,2013-03-18,139653.0,77
77,2013-03-19,122446.0,78
78,2013-03-20,134763.0,79
79,2013-03-21,110724.0,80
80,2013-03-22,118742.0,81
81,2013-03-23,181659.0,82
82,2013-03-24,187229.0,83
83,2013-03-25,131191.0,84
84,2013-03-26,115064.0,85
85,2013-03-27,131166.0,86
86,2013-03-28,142282.0,87
87,2013-03-29,138065.0,88
88,2013-03-30,184463.0,89
89,2013-03-31,193663.0,90
90,2013-04-01,185526.0,91
91,2013-04-02,162516.0,92
92,2013-04-03,158484.0,93
93,2013-04-04,128403.0,94
94,2013-04-05,130952.0,95
95,2013-04-06,207627.0,96
96,2013-04-07,217132.0,97
97,2013-04-08,148646.0,98
98,2013-04-09,128563.0,99
99,2013-04-10,128249.0,100
100,2013-04-11,133566.0,101
101,2013-04-12,119148.0,102
102,2013-04-13,182298.0,103
103,2013-04-14,199989.0,104
104,2013-04-15,141263.0,105
105,2013-04-16,139074.0,106
106,2013-04-17,144229.0,107
107,2013-04-18,120743.0,108
108,2013-04-19,120012.0,109
109,2013-04-20,186817.0,110
110,2013-04-21,203746.0,111
111,2013-04-22,138701.0,112
112,2013-04-23,126857.0,113
113,2013-04-24,125819.0,114
114,2013-04-25,108821.0,115
115,2013-04-26,117492.0,116
116,2013-04-27,180046.0,117
117,2013-04-28,197889.0,118
118,2013-04-29,142972.0,119
119,2013-04-30,128434.0,120
120,2013-05-01,217274.0,121
121,2013-05-02,147836.0,122
122,2013-05-03,155859.0,123
123,2013-05-04,218874.0,124
124,2013-05-05,250530.0,125
125,2013-05-06,160731.0,126
126,2013-05-07,135374.0,127
127,2013-05-08,138804.0,128
128,2013-05-09,128308.0,129
129,2013-05-10,133719.0,130
130,2013-05-11,206691.0,131
131,2013-05-12,160069.0,132
132,2013-05-13,145115.0,133
133,2013-05-14,127139.0,134
134,2013-05-15,136767.0,135
135,2013-05-16,125700.0,136
136,2013-05-17,129706.0,137
137,2013-05-18,193969.0,138
138,2013-05-19,216205.0,139
139,2013-05-20,144910.0,140
140,2013-05-21,133407.0,141
141,2013-05-22,123455.0,142
142,2013-05-23,114071.0,143
143,2013-05-24,156277.0,144
144,2013-05-25,167502.0,145
145,2013-05-26,191257.0,146
146,2013-05-27,134052.0,147
147,2013-05-28,128291.0,148
148,2013-05-29,128057.0,149
149,2013-05-30,124240.0,150
150,2013-05-31,131910.0,151
151,2013-06-01,241945.0,152
152,2013-06-02,279006.0,153
153,2013-06-03,186352.0,154
154,2013-06-04,162192.0,155
155,2013-06-05,155995.0,156
156,2013-06-06,137716.0,157
157,2013-06-07,139320.0,158
158,2013-06-08,196910.0,159
159,2013-06-09,225824.0,160
160,2013-06-10,148821.0,161
161,2013-06-11,119943.0,162
162,2013-06-12,133679.0,163
163,2013-06-13,114605.0,164
164,2013-06-14,129117.0,165
165,2013-06-15,205172.0,166
166,2013-06-16,182123.0,167
167,2013-06-17,155589.0,168
168,2013-06-18,136462.0,169
169,2013-06-19,132881.0,170
170,2013-06-20,122119.0,171
171,2013-06-21,127186.0,172
172,2013-06-22,181200.0,173
173,2013-06-23,213296.0,174
174,2013-06-24,143532.0,175
175,2013-06-25,129784.0,176
176,2013-06-26,126869.0,177
177,2013-06-27,110225.0,178
178,2013-06-28,130347.0,179
179,2013-06-29,216112.0,180
180,2013-06-30,235350.0,181
181,2013-07-01,198430.0,182
182,2013-07-02,173436.0,183
183,2013-07-03,165998.0,184
184,2013-07-04,141496.0,185
185,2013-07-05,145819.0,186
186,2013-07-06,204807.0,187
187,2013-07-07,220156.0,188
188,2013-07-08,162422.0,189
189,2013-07-09,137158.0,190
190,2013-07-10,136937.0,191
191,2013-07-11,119535.0,192
192,2013-07-12,126853.0,193
193,2013-07-13,181261.0,194
194,2013-07-14,190910.0,195
195,2013-07-15,155243.0,196
196,2013-07-16,148885.0,197
197,2013-07-17,141149.0,198
198,2013-07-18,123744.0,199
199,2013-07-19,128487.0,200
200,2013-07-20,184001.0,201
201,2013-07-21,191093.0,202
202,2013-07-22,151645.0,203
203,2013-07-23,138908.0,204
204,2013-07-24,133100.0,205
205,2013-07-25,125871.0,206
206,2013-07-26,129625.0,207
207,2013-07-27,175141.0,208
208,2013-07-28,186782.0,209
209,2013-07-29,144950.0,210
210,2013-07-30,138611.0,211
211,2013-07-31,159494.0,212
212,2013-08-01,177339.0,213
213,2013-08-02,167221.0,214
214,2013-08-03,226060.0,215
215,2013-08-04,229233.0,216
216,2013-08-05,184445.0,217
217,2013-08-06,160962.0,218
218,2013-08-07,155984.0,219
219,2013-08-08,135759.0,220
220,2013-08-09,136376.0,221
221,2013-08-10,188444.0,222
222,2013-08-11,188859.0,223
223,2013-08-12,155685.0,224
224,2013-08-13,138901.0,225
225,2013-08-14,145002.0,226
226,2013-08-15,136350.0,227
227,2013-08-16,150442.0,228
228,2013-08-17,189804.0,229
229,2013-08-18,203410.0,230
230,2013-08-19,158636.0,231
231,2013-08-20,151836.0,232
232,2013-08-21,148460.0,233
233,2013-08-22,131654.0,234
234,2013-08-23,135880.0,235
235,2013-08-24,175486.0,236
236,2013-08-25,190173.0,237
237,2013-08-26,152035.0,238
238,2013-08-27,136873.0,239
239,2013-08-28,136123.0,240
240,2013-08-29,123874.0,241
241,2013-08-30,143644.0,242
242,2013-08-31,222660.0,243
243,2013-09-01,281386.0,244
244,2013-09-02,202893.0,245
245,2013-09-03,174844.0,246
246,2013-09-04,171256.0,247
247,2013-09-05,141539.0,248
248,2013-09-06,135338.0,249
249,2013-09-07,217721.0,250
250,2013-09-08,242912.0,251
251,2013-09-09,167227.0,252
252,2013-09-10,132116.0,253
253,2013-09-11,135840.0,254
254,2013-09-12,117198.0,255
255,2013-09-13,126928.0,256
256,2013-09-14,195744.0,257
257,2013-09-15,227439.0,258
258,2013-09-16,160807.0,259
259,2013-09-17,138036.0,260
260,2013-09-18,134113.0,261
261,2013-09-19,116532.0,262
262,2013-09-20,131968.0,263
263,2013-09-21,189253.0,264
264,2013-09-22,209907.0,265
265,2013-09-23,150952.0,266
266,2013-09-24,126860.0,267
267,2013-09-25,127884.0,268
268,2013-09-26,109111.0,269
269,2013-09-27,125237.0,270
270,2013-09-28,200897.0,271
271,2013-09-29,223989.0,272
272,2013-09-30,163667.0,273
273,2013-10-01,195094.0,274
274,2013-10-02,183250.0,275
275,2013-10-03,147603.0,276
276,2013-10-04,154158.0,277
277,2013-10-05,230613.0,278
278,2013-10-06,239430.0,279
279,2013-10-07,163390.0,280
280,2013-10-08,139930.0,281
281,2013-10-09,135876.0,282
282,2013-10-10,124548.0,283
283,2013-10-11,157738.0,284
284,2013-10-12,180792.0,285
285,2013-10-13,210418.0,286
286,2013-10-14,149882.0,287
287,2013-10-15,131444.0,288
288,2013-10-16,156212.0,289
289,2013-10-17,137936.0,290
290,2013-10-18,129684.0,291
291,2013-10-19,206716.0,292
292,2013-10-20,232408.0,293
293,2013-10-21,152863.0,294
294,2013-10-22,132607.0,295
295,2013-10-23,139082.0,296
296,2013-10-24,116862.0,297
297,2013-10-25,125357.0,298
298,2013-10-26,189224.0,299
299,2013-10-27,221444.0,300
300,2013-10-28,150498.0,301
301,2013-10-29,129183.0,302
302,2013-10-30,136866.0,303
303,2013-10-31,129270.0,304
304,2013-11-01,173174.0,305
305,2013-11-02,234523.0,306
306,2013-11-03,265131.0,307
307,2013-11-04,189845.0,308
308,2013-11-05,163730.0,309
309,2013-11-06,159801.0,310
310,2013-11-07,144997.0,311
311,2013-11-08,134951.0,312
312,2013-11-09,204292.0,313
313,2013-11-10,236555.0,314
314,2013-11-11,148526.0,315
315,2013-11-12,173880.0,316
316,2013-11-13,132467.0,317
317,2013-11-14,110943.0,318
318,2013-11-15,130018.0,319
319,2013-11-16,204575.0,320
320,2013-11-17,231236.0,321
321,2013-11-18,161045.0,322
322,2013-11-19,132915.0,323
323,2013-11-20,142848.0,324
324,2013-11-21,115530.0,325
325,2013-11-22,127682.0,326
326,2013-11-23,190846.0,327
327,2013-11-24,223320.0,328
328,2013-11-25,148975.0,329
329,2013-11-26,132674.0,330
330,2013-11-27,140011.0,331
331,2013-11-28,117639.0,332
332,2013-11-29,137851.0,333
333,2013-11-30,217342.0,334
334,2013-12-01,286167.0,335
335,2013-12-02,216197.0,336
336,2013-12-03,183287.0,337
337,2013-12-04,187341.0,338
338,2013-12-05,167626.0,339
339,2013-12-06,167687.0,340
340,2013-12-07,214232.0,341
341,2013-12-08,241127.0,342
342,2013-12-09,194529.0,343
343,2013-12-10,179114.0,344
344,2013-12-11,187114.0,345
345,2013-12-12,170830.0,346
346,2013-12-13,173821.0,347
347,2013-12-14,224230.0,348
348,2013-12-15,264777.0,349
349,2013-12-16,231939.0,350
350,2013-12-17,213594.0,351
351,2013-12-18,231703.0,352
352,2013-12-19,216391.0,353
353,2013-12-20,226210.0,354
354,2013-12-21,268193.0,355
355,2013-12-22,281751.0,356
356,2013-12-23,326975.0,357
357,2013-12-24,253813.0,358
358,2013-12-26,180885.0,359
359,2013-12-27,170992.0,360
360,2013-12-28,200073.0,361
361,2013-12-29,186041.0,362
362,2013-12-30,233052.0,363
363,2013-12-31,172115.0,364
364,2014-01-01,2050.868,365
365,2014-01-02,213404.643,366
366,2014-01-03,179260.345,367
367,2014-01-04,251921.045,368
368,2014-01-05,256585.278,369
369,2014-01-06,166233.668,370
370,2014-01-07,151394.75,371
371,2014-01-08,157935.234,372
372,2014-01-09,128311.628,373
373,2014-01-10,144222.68600000002,374
374,2014-01-11,205520.956,375
375,2014-01-12,218941.17,376
376,2014-01-13,143755.51,377
377,2014-01-14,130313.373,378
378,2014-01-15,137684.135,379
379,2014-01-16,131886.694,380
380,2014-01-17,135357.916,381
381,2014-01-18,203627.372,382
382,2014-01-19,220564.226,383
383,2014-01-20,160243.638,384
384,2014-01-21,138798.936,385
385,2014-01-22,133569.332,386
386,2014-01-23,119643.67,387
387,2014-01-24,131311.083,388
388,2014-01-25,190358.156,389
389,2014-01-26,213715.651,390
390,2014-01-27,146502.09100000001,391
391,2014-01-28,126338.181,392
392,2014-01-29,126163.131,393
393,2014-01-30,123772.246,394
394,2014-01-31,148887.925,395
395,2014-02-01,256851.0,396
396,2014-02-02,248317.0,397
397,2014-02-03,190119.0,398
398,2014-02-04,164475.0,399
399,2014-02-05,163276.0,400
400,2014-02-06,140052.0,401
401,2014-02-07,144172.0,402
402,2014-02-08,203002.0,403
403,2014-02-09,204805.0,404
404,2014-02-10,157329.0,405
405,2014-02-11,141461.0,406
406,2014-02-12,150832.0,407
407,2014-02-13,136744.0,408
408,2014-02-14,134676.0,409
409,2014-02-15,199589.0,410
410,2014-02-16,228898.0,411
411,2014-02-17,159552.0,412
412,2014-02-18,142660.0,413
413,2014-02-19,137339.0,414
414,2014-02-20,122709.0,415
415,2014-02-21,138643.0,416
416,2014-02-22,206765.0,417
417,2014-02-23,189756.0,418
418,2014-02-24,160387.0,419
419,2014-02-25,144183.0,420
420,2014-02-26,137388.0,421
421,2014-02-27,128556.0,422
422,2014-02-28,157641.0,423
423,2014-03-01,256367.62,424
424,2014-03-02,187048.024,425
425,2014-03-03,167436.918,426
426,2014-03-04,202531.488,427
427,2014-03-05,200008.223,428
428,2014-03-06,172114.761,429
429,2014-03-07,165106.695,430
430,2014-03-08,210480.363,431
431,2014-03-09,256410.233,432
432,2014-03-10,164843.635,433
433,2014-03-11,147308.503,434
434,2014-03-12,145951.892,435
435,2014-03-13,127546.065,436
436,2014-03-14,142112.432,437
437,2014-03-15,200421.576,438
438,2014-03-16,252046.094,439
439,2014-03-17,169681.101,440
440,2014-03-18,146901.899,441
441,2014-03-19,150083.0,442
442,2014-03-20,137602.0,443
443,2014-03-21,145650.0,444
444,2014-03-22,208507.187,445
445,2014-03-23,224975.0,446
446,2014-03-24,156108.0,447
447,2014-03-25,151558.0,448
448,2014-03-26,143434.0,449
449,2014-03-27,127985.0,450
450,2014-03-28,139169.0,451
451,2014-03-29,224356.0,452
452,2014-03-30,238544.0,453
453,2014-03-31,184557.0,454
454,2014-04-01,201303.0,455
455,2014-04-02,189762.0,456
456,2014-04-03,157767.0,457
457,2014-04-04,159170.0,458
458,2014-04-05,242559.905,459
459,2014-04-06,252288.452,460
460,2014-04-07,172829.294,461
461,2014-04-08,151860.73,462
462,2014-04-09,149209.301,463
463,2014-04-10,131258.611,464
464,2014-04-11,139961.262,465
465,2014-04-12,199503.135,466
466,2014-04-13,209424.072,467
467,2014-04-14,152127.215,468
468,2014-04-15,147955.737,469
469,2014-04-16,167263.768,470
470,2014-04-17,157121.936,471
471,2014-04-18,146116.086,472
472,2014-04-19,189214.087,473
473,2014-04-20,207761.476,474
474,2014-04-21,157465.755,475
475,2014-04-22,152248.397,476
476,2014-04-23,144898.682,477
477,2014-04-24,124214.047,478
478,2014-04-25,129255.223,479
479,2014-04-26,191267.016,480
480,2014-04-27,221021.262,481
481,2014-04-28,143015.714,482
482,2014-04-29,127428.705,483
483,2014-04-30,140873.476,484
484,2014-05-01,214125.953,485
485,2014-05-02,173204.072,486
486,2014-05-03,246982.628,487
487,2014-05-04,262712.041,488
488,2014-05-05,173156.374,489
489,2014-05-06,157850.618,490
490,2014-05-07,157965.127,491
491,2014-05-08,135852.952,492
492,2014-05-09,143334.943,493
493,2014-05-10,223453.525,494
494,2014-05-11,179325.484,495
495,2014-05-12,159673.762,496
496,2014-05-13,143731.159,497
497,2014-05-14,142714.191,498
498,2014-05-15,135952.715,499
499,2014-05-16,143318.834,500
500,2014-05-17,209695.722,501
501,2014-05-18,257103.104,502
502,2014-05-19,155866.173,503
503,2014-05-20,146326.667,504
504,2014-05-21,142186.04,505
505,2014-05-22,121345.039,506
506,2014-05-23,129510.453,507
507,2014-05-24,198249.301,508
508,2014-05-25,230505.991,509
509,2014-05-26,150889.23,510
510,2014-05-27,132293.063,511
511,2014-05-28,135091.326,512
512,2014-05-29,131757.676,513
513,2014-05-30,140414.642,514
514,2014-05-31,241763.413,515
515,2014-06-01,306797.875,516
516,2014-06-02,215400.684,517
517,2014-06-03,186400.477,518
518,2014-06-04,171302.977,519
519,2014-06-05,143893.302,520
520,2014-06-06,148551.223,521
521,2014-06-07,220285.937,522
522,2014-06-08,251435.572,523
523,2014-06-09,168775.714,524
524,2014-06-10,141111.745,525
525,2014-06-11,150427.421,526
526,2014-06-12,132170.707,527
527,2014-06-13,142197.587,528
528,2014-06-14,233762.469,529
529,2014-06-15,174075.524,530
530,2014-06-16,178652.457,531
531,2014-06-17,150291.872,532
532,2014-06-18,146416.594,533
533,2014-06-19,126229.961,534
534,2014-06-20,132474.833,535
535,2014-06-21,206283.246,536
536,2014-06-22,234033.197,537
537,2014-06-23,171778.591,538
538,2014-06-24,136591.42,539
539,2014-06-25,138148.413,540
540,2014-06-26,122298.215,541
541,2014-06-27,136884.92,542
542,2014-06-28,197320.134,543
543,2014-06-29,224852.515,544
544,2014-06-30,174566.135,545
545,2014-07-01,211118.492,546
546,2014-07-02,207607.65,547
547,2014-07-03,166570.77,548
548,2014-07-04,163260.811,549
549,2014-07-05,232429.437,550
550,2014-07-06,259219.691,551
551,2014-07-07,182997.023,552
552,2014-07-08,156724.325,553
553,2014-07-09,147495.754,554
554,2014-07-10,137333.31,555
555,2014-07-11,142173.642,556
556,2014-07-12,200277.97,557
557,2014-07-13,198140.644,558
558,2014-07-14,160575.062,559
559,2014-07-15,155674.968,560
560,2014-07-16,160011.277,561
561,2014-07-17,134884.802,562
562,2014-07-18,142279.016,563
563,2014-07-19,195653.595,564
564,2014-07-20,209452.302,565
565,2014-07-21,165257.207,566
566,2014-07-22,143777.921,567
567,2014-07-23,147211.294,568
568,2014-07-24,130897.508,569
569,2014-07-25,158443.652,570
570,2014-07-26,183208.182,571
571,2014-07-27,200817.057,572
572,2014-07-28,159291.914,573
573,2014-07-29,139970.166,574
574,2014-07-30,144675.834,575
575,2014-07-31,148789.548,576
576,2014-08-01,194549.61,577
577,2014-08-02,250274.016,578
578,2014-08-03,256528.325,579
579,2014-08-04,194758.253,580
580,2014-08-05,172059.73,581
581,2014-08-06,163604.009,582
582,2014-08-07,141737.985,583
583,2014-08-08,148536.77,584
584,2014-08-09,191434.413,585
585,2014-08-10,204078.19,586
586,2014-08-11,165159.469,587
587,2014-08-12,144019.722,588
588,2014-08-13,148610.492,589
589,2014-08-14,134948.444,590
590,2014-08-15,150539.454,591
591,2014-08-16,209292.373,592
592,2014-08-17,228234.287,593
593,2014-08-18,178067.659,594
594,2014-08-19,154376.857,595
595,2014-08-20,160558.199,596
596,2014-08-21,139609.271,597
597,2014-08-22,144489.072,598
598,2014-08-23,192693.08,599
599,2014-08-24,207980.619,600
600,2014-08-25,170413.086,601
601,2014-08-26,141621.936,602
602,2014-08-27,145863.19,603
603,2014-08-28,128539.715,604
604,2014-08-29,150088.984,605
605,2014-08-30,228368.906,606
606,2014-08-31,262205.2,607
607,2014-09-01,232282.442,608
608,2014-09-02,202188.969,609
609,2014-09-03,188844.247,610
610,2014-09-04,153925.905,611
611,2014-09-05,162324.31,612
612,2014-09-06,235002.0,613
613,2014-09-07,273031.833,614
614,2014-09-08,182036.523,615
615,2014-09-09,152091.237,616
616,2014-09-10,152450.547,617
617,2014-09-11,131443.119,618
618,2014-09-12,146642.961,619
619,2014-09-13,211011.835,620
620,2014-09-14,238522.445,621
621,2014-09-15,172886.317,622
622,2014-09-16,164652.064,623
623,2014-09-17,151873.786,624
624,2014-09-18,127511.437,625
625,2014-09-19,140880.073,626
626,2014-09-20,214422.309,627
627,2014-09-21,239885.42,628
628,2014-09-22,158563.777,629
629,2014-09-23,150617.636,630
630,2014-09-24,145839.38999999998,631
631,2014-09-25,123486.04,632
632,2014-09-26,132717.73,633
633,2014-09-27,205203.754,634
634,2014-09-28,234939.57,635
635,2014-09-29,156842.564,636
636,2014-09-30,166144.112,637
637,2014-10-01,210338.635,638
638,2014-10-02,183239.508,639
639,2014-10-03,184117.984,640
640,2014-10-04,261196.91999999998,641
641,2014-10-05,271484.452,642
642,2014-10-06,180661.445,643
643,2014-10-07,162944.524,644
644,2014-10-08,169377.365,645
645,2014-10-09,139604.762,646
646,2014-10-10,189613.651,647
647,2014-10-11,207148.19,648
648,2014-10-12,232021.389,649
649,2014-10-13,166249.786,650
650,2014-10-14,146941.445,651
651,2014-10-15,157706.438,652
652,2014-10-16,147783.531,653
653,2014-10-17,144721.777,654
654,2014-10-18,222195.183,655
655,2014-10-19,253396.198,656
656,2014-10-20,170413.08,657
657,2014-10-21,146239.769,658
658,2014-10-22,146106.913,659
659,2014-10-23,134994.055,660
660,2014-10-24,137916.43,661
661,2014-10-25,207274.215,662
662,2014-10-26,242157.706,663
663,2014-10-27,157552.223,664
664,2014-10-28,140708.182,665
665,2014-10-29,144904.07,666
666,2014-10-30,128963.476,667
667,2014-10-31,156894.079,668
668,2014-11-01,254523.772,669
669,2014-11-02,203896.842,670
670,2014-11-03,279290.08,671
671,2014-11-04,196242.055,672
672,2014-11-05,192031.492,673
673,2014-11-06,156729.929,674
674,2014-11-07,158240.897,675
675,2014-11-08,225631.293,676
676,2014-11-09,262113.547,677
677,2014-11-10,168551.84,678
678,2014-11-11,152839.58,679
679,2014-11-12,152588.96,680
680,2014-11-13,127547.476,681
681,2014-11-14,148903.502,682
682,2014-11-15,215316.373,683
683,2014-11-16,262897.356,684
684,2014-11-17,172156.436,685
685,2014-11-18,151923.263,686
686,2014-11-19,153757.66,687
687,2014-11-20,140895.991,688
688,2014-11-21,157390.9,689
689,2014-11-22,206783.467,690
690,2014-11-23,252159.162,691
691,2014-11-24,178736.632,692
692,2014-11-25,152522.326,693
693,2014-11-26,150021.158,694
694,2014-11-27,137306.796,695
695,2014-11-28,152752.862,696
696,2014-11-29,247310.023,697
697,2014-11-30,296472.545,698
698,2014-12-01,256739.106,699
699,2014-12-02,229001.589,700
700,2014-12-03,206374.63999999998,701
701,2014-12-04,177516.81100000002,702
702,2014-12-05,189880.801,703
703,2014-12-06,244068.692,704
704,2014-12-07,297920.752,705
705,2014-12-08,283360.531,706
706,2014-12-09,216729.76,707
707,2014-12-10,243304.58000000002,708
708,2014-12-11,180672.168,709
709,2014-12-12,195975.575,710
710,2014-12-13,259350.307,711
711,2014-12-14,296407.12,712
712,2014-12-15,262157.837,713
713,2014-12-16,289587.716,714
714,2014-12-17,240130.712,715
715,2014-12-18,252697.639,716
716,2014-12-19,241662.062,717
717,2014-12-20,293856.171,718
718,2014-12-21,322799.869,719
719,2014-12-22,329471.761,720
720,2014-12-23,357665.078,721
721,2014-12-24,297332.638,722
722,2014-12-26,247370.267,723
723,2014-12-27,201440.019,724
724,2014-12-28,193133.453,725
725,2014-12-29,211201.195,726
726,2014-12-30,241128.855,727
727,2014-12-31,206517.441,728
728,2015-01-01,3125.0,729
729,2015-01-02,245045.337,730
730,2015-01-03,242694.753,731
731,2015-01-04,281467.988,732
732,2015-01-05,225516.495,733
733,2015-01-06,183796.494,734
734,2015-01-07,190431.802,735
735,2015-01-08,152895.354,736
736,2015-01-09,154820.443,737
737,2015-01-10,205914.659,738
738,2015-01-11,256980.176,739
739,2015-01-12,164664.589,740
740,2015-01-13,146325.397,741
741,2015-01-14,145297.135,742
742,2015-01-15,133404.024,743
743,2015-01-16,146869.574,744
744,2015-01-17,228093.182,745
745,2015-01-18,255311.337,746
746,2015-01-19,170050.405,747
747,2015-01-20,156110.283,748
748,2015-01-21,156069.895,749
749,2015-01-22,136775.237,750
750,2015-01-23,151016.786,751
751,2015-01-24,219027.085,752
752,2015-01-25,235597.166,753
753,2015-01-26,158602.944,754
754,2015-01-27,137455.463,755
755,2015-01-28,141831.882,756
756,2015-01-29,128024.548,757
757,2015-01-30,156411.67,758
758,2015-01-31,248177.476,759
759,2015-02-01,322209.277,760
760,2015-02-02,216169.954,761
